model,dataset,definition,outcome,scope,n_seeds,n_problems,numerator_count,denominator_count,estimate,binomial_wilson95_lower,binomial_wilson95_upper,cluster_ci95_lower,cluster_ci95_upper,contrast
qwen,math,strict_all_wrong,samecap_repair_any,leave_out:314159,2,400,2.0,27.0,0.07407407407407407,0.02055465406098865,0.23369592683023144,0.0,0.2,
qwen,math,strict_all_wrong,samecap_repair_any,leave_out:271828,2,400,0.0,24.0,0.0,0.0,0.13797620467498012,0.0,0.0,
qwen,math,strict_all_wrong,long_repair_any,all_seeds,3,400,4.0,38.0,0.10526315789473684,0.04170257347553526,0.2413052172288731,0.0,0.2608695652173913,
qwen,math,strict_all_wrong,long_repair_any,leave_out:42,2,400,3.0,25.0,0.12,0.041668171504403634,0.2995579392092732,0.0,0.2857142857142857,
qwen,math,strict_all_wrong,long_repair_any,leave_out:314159,2,400,4.0,27.0,0.14814814814814814,0.05915927776244331,0.3247868542781298,0.0,0.3448275862068966,
qwen,math,strict_all_wrong,long_repair_any,leave_out:271828,2,400,1.0,24.0,0.041666666666666664,0.00739345616550581,0.20241806478655933,0.0,0.15,
qwen,math,strict_all_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,38.0,0.0,0.0,0.09180986822558392,0.0,0.0,
qwen,math,strict_all_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,25.0,0.0,0.0,0.13319225093904843,0.0,0.0,
qwen,math,strict_all_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,27.0,0.0,0.0,0.12455502974186704,0.0,0.0,
qwen,math,strict_all_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,24.0,0.0,0.0,0.13797620467498012,0.0,0.0,
qwen,math,strict_all_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,38.0,0.0,0.0,0.09180986822558392,0.0,0.0,
qwen,math,strict_all_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,25.0,0.0,0.0,0.13319225093904843,0.0,0.0,
qwen,math,strict_all_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,27.0,0.0,0.0,0.12455502974186704,0.0,0.0,
qwen,math,strict_all_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,24.0,0.0,0.0,0.13797620467498012,0.0,0.0,
qwen,math,strict_all_wrong,incremental_net,all_seeds,3,400,0.0,38.0,0.0,,,0.0,0.0,
qwen,math,strict_all_wrong,incremental_net,leave_out:42,2,400,0.0,25.0,0.0,,,0.0,0.0,
qwen,math,strict_all_wrong,incremental_net,leave_out:314159,2,400,0.0,27.0,0.0,,,0.0,0.0,
qwen,math,strict_all_wrong,incremental_net,leave_out:271828,2,400,0.0,24.0,0.0,,,0.0,0.0,
qwen,math,plurality_wrong,samecap_repair_plurality,all_seeds,3,400,1.0,44.0,0.022727272727272728,0.004023252060053231,0.11807709698213281,0.0,0.08108108108108109,
qwen,math,plurality_wrong,samecap_repair_plurality,leave_out:42,2,400,1.0,29.0,0.034482758620689655,0.006113214292762653,0.17175521879320282,0.0,0.12,
qwen,math,plurality_wrong,samecap_repair_plurality,leave_out:314159,2,400,1.0,30.0,0.03333333333333333,0.005908590381612455,0.1667039099140917,0.0,0.11764705882352941,
qwen,math,plurality_wrong,samecap_repair_plurality,leave_out:271828,2,400,0.0,29.0,0.0,0.0,0.11696979849974071,0.0,0.0,
qwen,math,plurality_wrong,long_repair_plurality,all_seeds,3,400,1.0,44.0,0.022727272727272728,0.004023252060053231,0.11807709698213281,0.0,0.08108108108108109,
qwen,math,plurality_wrong,long_repair_plurality,leave_out:42,2,400,1.0,29.0,0.034482758620689655,0.006113214292762653,0.17175521879320282,0.0,0.12,
qwen,math,plurality_wrong,long_repair_plurality,leave_out:314159,2,400,1.0,30.0,0.03333333333333333,0.005908590381612455,0.1667039099140917,0.0,0.11764705882352941,
qwen,math,plurality_wrong,long_repair_plurality,leave_out:271828,2,400,0.0,29.0,0.0,0.0,0.11696979849974071,0.0,0.0,
qwen,math,plurality_wrong,samecap_repair_any,all_seeds,3,400,2.0,44.0,0.045454545454545456,0.012555109949594967,0.15134998437629651,0.0,0.11627906976744186,
qwen,math,plurality_wrong,samecap_repair_any,leave_out:42,2,400,2.0,29.0,0.06896551724137931,0.019121266169433368,0.21964580150275687,0.0,0.17391304347826086,
qwen,math,plurality_wrong,samecap_repair_any,leave_out:314159,2,400,2.0,30.0,0.06666666666666667,0.01847702379127039,0.21323458362616918,0.0,0.1724137931034483,
qwen,math,plurality_wrong,samecap_repair_any,leave_out:271828,2,400,0.0,29.0,0.0,0.0,0.11696979849974071,0.0,0.0,
qwen,math,plurality_wrong,long_repair_any,all_seeds,3,400,4.0,44.0,0.09090909090909091,0.03592219322731627,0.2115923916659861,0.0,0.21568627450980393,
qwen,math,plurality_wrong,long_repair_any,leave_out:42,2,400,3.0,29.0,0.10344827586206896,0.035814891350677044,0.26385081090773793,0.0,0.23338235294117576,
qwen,math,plurality_wrong,long_repair_any,leave_out:314159,2,400,4.0,30.0,0.13333333333333333,0.053096554840547455,0.2968132668203629,0.0,0.3,
qwen,math,plurality_wrong,long_repair_any,leave_out:271828,2,400,1.0,29.0,0.034482758620689655,0.006113214292762653,0.17175521879320282,0.0,0.12121212121212122,
qwen,math,plurality_wrong,incremental_plurality_helpful,all_seeds,3,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0,
qwen,math,plurality_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,29.0,0.0,0.0,0.11696979849974071,0.0,0.0,
qwen,math,plurality_wrong,incremental_plurality_helpful,leave_out:314159,2,400,0.0,30.0,0.0,0.0,0.11351339317396873,0.0,0.0,
qwen,math,plurality_wrong,incremental_plurality_helpful,leave_out:271828,2,400,0.0,29.0,0.0,0.0,0.11696979849974071,0.0,0.0,
qwen,math,plurality_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0,
qwen,math,plurality_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,29.0,0.0,0.0,0.11696979849974071,0.0,0.0,
qwen,math,plurality_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,30.0,0.0,0.0,0.11351339317396873,0.0,0.0,
qwen,math,plurality_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,29.0,0.0,0.0,0.11696979849974071,0.0,0.0,
qwen,math,plurality_wrong,incremental_net,all_seeds,3,400,0.0,44.0,0.0,,,0.0,0.0,
qwen,math,plurality_wrong,incremental_net,leave_out:42,2,400,0.0,29.0,0.0,,,0.0,0.0,
qwen,math,plurality_wrong,incremental_net,leave_out:314159,2,400,0.0,30.0,0.0,,,0.0,0.0,
qwen,math,plurality_wrong,incremental_net,leave_out:271828,2,400,0.0,29.0,0.0,,,0.0,0.0,
qwen,math,first_chain_wrong,samecap_repair_plurality,all_seeds,3,400,17.0,102.0,0.16666666666666666,0.10674216558718028,0.25078747584379524,0.08791208791208792,0.2688194632691786,
qwen,math,first_chain_wrong,samecap_repair_plurality,leave_out:42,2,400,8.0,67.0,0.11940298507462686,0.06176232533504482,0.21832025838072217,0.047619047619047616,0.21311475409836064,
qwen,math,first_chain_wrong,samecap_repair_plurality,leave_out:314159,2,400,12.0,70.0,0.17142857142857143,0.1008772464052925,0.2761664803214543,0.07462686567164178,0.28846153846153844,
qwen,math,first_chain_wrong,samecap_repair_plurality,leave_out:271828,2,400,14.0,67.0,0.208955223880597,0.12875685189029126,0.3207180650688247,0.11267605633802817,0.32787525614754087,
qwen,math,first_chain_wrong,long_repair_plurality,all_seeds,3,400,18.0,102.0,0.17647058823529413,0.11464315184549352,0.26178267660221805,0.09615384615384616,0.2804878048780488,
qwen,math,first_chain_wrong,long_repair_plurality,leave_out:42,2,400,8.0,67.0,0.11940298507462686,0.06176232533504482,0.21832025838072217,0.047619047619047616,0.21311475409836064,
qwen,math,first_chain_wrong,long_repair_plurality,leave_out:314159,2,400,13.0,70.0,0.18571428571428572,0.11187300001902035,0.29225578206743313,0.08695652173913043,0.3055555555555556,
qwen,math,first_chain_wrong,long_repair_plurality,leave_out:271828,2,400,15.0,67.0,0.22388059701492538,0.14063731129193663,0.3370696612077375,0.1232876712328767,0.3484848484848485,
qwen,math,first_chain_wrong,samecap_repair_any,all_seeds,3,400,32.0,102.0,0.3137254901960784,0.2318297470023563,0.4091426996796595,0.2,0.44565217391304346,
qwen,math,first_chain_wrong,samecap_repair_any,leave_out:42,2,400,19.0,67.0,0.2835820895522388,0.18970281181710186,0.40093238284480487,0.1694915254237288,0.412707039337474,
qwen,math,first_chain_wrong,samecap_repair_any,leave_out:314159,2,400,23.0,70.0,0.32857142857142857,0.22998869307186082,0.44499064261165916,0.19736378799110452,0.47619047619047616,
qwen,math,first_chain_wrong,samecap_repair_any,leave_out:271828,2,400,22.0,67.0,0.3283582089552239,0.22791317376089598,0.4474181875226853,0.2028985507246377,0.4722348484848483,
qwen,math,first_chain_wrong,long_repair_any,all_seeds,3,400,38.0,102.0,0.37254901960784315,0.2849497607818803,0.4693998080005516,0.25,0.5125026260504201,
qwen,math,first_chain_wrong,long_repair_any,leave_out:42,2,400,22.0,67.0,0.3283582089552239,0.22791317376089598,0.4474181875226853,0.20270270270270271,0.4714285714285714,
qwen,math,first_chain_wrong,long_repair_any,leave_out:314159,2,400,29.0,70.0,0.4142857142857143,0.30630178568736466,0.5311878821543954,0.27630444646098007,0.5671641791044776,
qwen,math,first_chain_wrong,long_repair_any,leave_out:271828,2,400,25.0,67.0,0.373134328358209,0.2671815998117199,0.49284592809353595,0.24324324324324326,0.5200136986301368,
qwen,math,first_chain_wrong,incremental_plurality_helpful,all_seeds,3,400,1.0,102.0,0.00980392156862745,0.0017327343974216577,0.053457914765777534,0.0,0.033707865168539325,
qwen,math,first_chain_wrong,incremental_plurality_helpful,leave_out:42,2,400,0.0,67.0,0.0,0.0,0.05422613939130177,0.0,0.0,
qwen,math,first_chain_wrong,incremental_plurality_helpful,leave_out:314159,2,400,1.0,70.0,0.014285714285714285,0.002526246457890312,0.07658187131208324,0.0,0.04838709677419355,
qwen,math,first_chain_wrong,incremental_plurality_helpful,leave_out:271828,2,400,1.0,67.0,0.014925373134328358,0.002639571734078895,0.07981862319778105,0.0,0.05,
qwen,math,first_chain_wrong,incremental_plurality_harmful,all_seeds,3,400,0.0,102.0,0.0,0.0,0.036294462146463174,0.0,0.0,
qwen,math,first_chain_wrong,incremental_plurality_harmful,leave_out:42,2,400,0.0,67.0,0.0,0.0,0.05422613939130177,0.0,0.0,
qwen,math,first_chain_wrong,incremental_plurality_harmful,leave_out:314159,2,400,0.0,70.0,0.0,3.469446951953614e-18,0.0520230624102669,0.0,0.0,
qwen,math,first_chain_wrong,incremental_plurality_harmful,leave_out:271828,2,400,0.0,67.0,0.0,0.0,0.05422613939130177,0.0,0.0,
qwen,math,first_chain_wrong,incremental_net,all_seeds,3,400,1.0,102.0,0.00980392156862745,,,0.0,0.033707865168539325,
qwen,math,first_chain_wrong,incremental_net,leave_out:42,2,400,0.0,67.0,0.0,,,0.0,0.0,
qwen,math,first_chain_wrong,incremental_net,leave_out:314159,2,400,1.0,70.0,0.014285714285714285,,,0.0,0.04838709677419355,
qwen,math,first_chain_wrong,incremental_net,leave_out:271828,2,400,1.0,67.0,0.014925373134328358,,,0.0,0.05,
qwen,all,complete_plurality_correct,harm,all_seeds,3,800,5.0,1851.0,0.002701242571582928,0.001154344297070069,0.0063079963546719435,0.0005321909005469183,0.005926724137931034,A_to_B_resampling
qwen,all,complete_plurality_correct,harm,leave_out:42,2,800,4.0,1228.0,0.003257328990228013,0.0012674185098533572,0.008345392242620072,0.0007987220447284345,0.006705783738474434,A_to_B_resampling
qwen,all,complete_plurality_correct,harm,leave_out:314159,2,800,4.0,1232.0,0.003246753246753247,0.0012633012243104744,0.008318396117348444,0.0007974481658692185,0.0066945606694560665,A_to_B_resampling
qwen,all,complete_plurality_correct,harm,leave_out:271828,2,800,2.0,1242.0,0.001610305958132045,0.0004417151079892166,0.005852391389411184,0.0,0.0049382716049382715,A_to_B_resampling
qwen,all,complete_plurality_correct,certain_harm,all_seeds,3,800,3.0,1851.0,0.0016207455429497568,0.0005513494445148564,0.004754472664373798,0.0,0.004357298474945534,A_to_B_resampling
qwen,all,complete_plurality_correct,certain_harm,leave_out:42,2,800,2.0,1228.0,0.0016286644951140066,0.00044675223008243566,0.0059188874101040205,0.0,0.00412209656662286,A_to_B_resampling
qwen,all,complete_plurality_correct,certain_harm,leave_out:314159,2,800,2.0,1232.0,0.0016233766233766235,0.00044530136773876733,0.00589973485412165,0.0,0.004111842105263158,A_to_B_resampling
qwen,all,complete_plurality_correct,certain_harm,leave_out:271828,2,800,2.0,1242.0,0.001610305958132045,0.0004417151079892166,0.005852391389411184,0.0,0.0049382716049382715,A_to_B_resampling
qwen,all,complete_plurality_correct,possible_harm,all_seeds,3,800,9.0,1851.0,0.004862236628849271,0.0025601526250857306,0.009215225112363,0.0011104480019107396,0.009382027967424968,A_to_B_resampling
qwen,all,complete_plurality_correct,possible_harm,leave_out:42,2,800,6.0,1228.0,0.004885993485342019,0.0022411607806726644,0.010618821084087736,0.0008071025020177562,0.010620915032679739,A_to_B_resampling
qwen,all,complete_plurality_correct,possible_harm,leave_out:314159,2,800,6.0,1232.0,0.00487012987012987,0.0022338782340248498,0.010584480227432568,0.0016025641025641025,0.009038619556285949,A_to_B_resampling
qwen,all,complete_plurality_correct,possible_harm,leave_out:271828,2,800,6.0,1242.0,0.004830917874396135,0.0022158772616015345,0.010499592037108072,0.0008103563671677636,0.009787928221859706,A_to_B_resampling
qwen,all,complete_all_correct,harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,certain_harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,certain_harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,certain_harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,certain_harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,possible_harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,possible_harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,possible_harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,A_to_B_resampling
qwen,all,complete_all_correct,possible_harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,A_to_B_resampling
qwen,all,complete_plurality_correct,harm,all_seeds,3,800,4.0,1851.0,0.0021609940572663426,0.0008406793797394972,0.0055434020005758365,0.0005307855626326964,0.004451988225501182,A_to_C_combined
qwen,all,complete_plurality_correct,harm,leave_out:42,2,800,4.0,1228.0,0.003257328990228013,0.0012674185098533572,0.008345392242620072,0.0007987220447284345,0.006705783738474434,A_to_C_combined
qwen,all,complete_plurality_correct,harm,leave_out:314159,2,800,3.0,1232.0,0.002435064935064935,0.0008284798412217511,0.007134886940537916,0.0,0.005672724416735346,A_to_C_combined
qwen,all,complete_plurality_correct,harm,leave_out:271828,2,800,1.0,1242.0,0.0008051529790660225,0.00014214341307898417,0.0045466223839941144,0.0,0.0024691358024691358,A_to_C_combined
qwen,all,complete_plurality_correct,certain_harm,all_seeds,3,800,2.0,1851.0,0.0010804970286331713,0.0002963612836769901,0.003931201553784986,0.0,0.002733734281027884,A_to_C_combined
qwen,all,complete_plurality_correct,certain_harm,leave_out:42,2,800,2.0,1228.0,0.0016286644951140066,0.00044675223008243566,0.0059188874101040205,0.0,0.00412209656662286,A_to_C_combined
qwen,all,complete_plurality_correct,certain_harm,leave_out:314159,2,800,1.0,1232.0,0.0008116883116883117,0.00014329729029138134,0.004583408371669786,0.0,0.0025041736227045075,A_to_C_combined
qwen,all,complete_plurality_correct,certain_harm,leave_out:271828,2,800,1.0,1242.0,0.0008051529790660225,0.00014214341307898417,0.0045466223839941144,0.0,0.0024691358024691358,A_to_C_combined
qwen,all,complete_plurality_correct,possible_harm,all_seeds,3,800,8.0,1851.0,0.004321988114532685,0.0021916317952854814,0.00850548667073657,0.0010851871947911015,0.008430148546326798,A_to_C_combined
qwen,all,complete_plurality_correct,possible_harm,leave_out:42,2,800,6.0,1228.0,0.004885993485342019,0.0022411607806726644,0.010618821084087736,0.0008071025020177562,0.010620915032679739,A_to_C_combined
qwen,all,complete_plurality_correct,possible_harm,leave_out:314159,2,800,5.0,1232.0,0.004058441558441558,0.0017347317812677061,0.00946529612029046,0.0008136531121210317,0.008058017727639,A_to_C_combined
qwen,all,complete_plurality_correct,possible_harm,leave_out:271828,2,800,5.0,1242.0,0.004025764895330112,0.001720754872828654,0.009389373725553651,0.0008058017727639,0.007987380063999915,A_to_C_combined
qwen,all,complete_all_correct,harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,certain_harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,certain_harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,certain_harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,certain_harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,possible_harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,possible_harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,possible_harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,A_to_C_combined
qwen,all,complete_all_correct,possible_harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,A_to_C_combined
qwen,all,complete_plurality_correct,harm,all_seeds,3,800,0.0,1851.0,0.0,0.0,0.0020710442946086176,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,harm,leave_out:42,2,800,0.0,1228.0,0.0,0.0,0.003118468527899484,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,harm,leave_out:314159,2,800,0.0,1232.0,0.0,0.0,0.003108375102061917,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,harm,leave_out:271828,2,800,0.0,1242.0,0.0,0.0,0.0030834250967457975,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,certain_harm,all_seeds,3,800,0.0,1851.0,0.0,0.0,0.0020710442946086176,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,certain_harm,leave_out:42,2,800,0.0,1228.0,0.0,0.0,0.003118468527899484,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,certain_harm,leave_out:314159,2,800,0.0,1232.0,0.0,0.0,0.003108375102061917,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,certain_harm,leave_out:271828,2,800,0.0,1242.0,0.0,0.0,0.0030834250967457975,0.0,0.0,B_to_C_tokens
qwen,all,complete_plurality_correct,possible_harm,all_seeds,3,800,5.0,1851.0,0.002701242571582928,0.001154344297070069,0.0063079963546719435,0.0005411255411255411,0.005367686527106817,B_to_C_tokens
qwen,all,complete_plurality_correct,possible_harm,leave_out:42,2,800,3.0,1228.0,0.0024429967426710096,0.0008311795782072317,0.007158045618122711,0.0,0.0056865493715863216,B_to_C_tokens
qwen,all,complete_plurality_correct,possible_harm,leave_out:314159,2,800,3.0,1232.0,0.002435064935064935,0.0008284798412217511,0.007134886940537916,0.0,0.005654281098546042,B_to_C_tokens
qwen,all,complete_plurality_correct,possible_harm,leave_out:271828,2,800,4.0,1242.0,0.00322061191626409,0.0012531241011195814,0.008251663796935422,0.0007874015748031496,0.006628003314001657,B_to_C_tokens
qwen,all,complete_all_correct,harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,certain_harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,certain_harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,certain_harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,certain_harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,possible_harm,all_seeds,3,800,0.0,1753.0,0.0,0.0,0.0021865711338988777,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,possible_harm,leave_out:42,2,800,0.0,1167.0,0.0,2.168404344971009e-19,0.003280938500899476,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,possible_harm,leave_out:314159,2,800,0.0,1168.0,0.0,0.0,0.0032781386865762987,0.0,0.0,B_to_C_tokens
qwen,all,complete_all_correct,possible_harm,leave_out:271828,2,800,0.0,1171.0,0.0,0.0,0.003269767841313823,0.0,0.0,B_to_C_tokens
qwen,gsm8k,complete_plurality_correct,harm,all_seeds,3,400,2.0,1133.0,0.00176522506619594,0.0004842219333587869,0.00641336150701687,0.0,0.0044365572315882874,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,harm,leave_out:42,2,400,2.0,753.0,0.0026560424966799467,0.0007286850942114752,0.009632082975910686,0.0,0.0066844919786096255,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,harm,leave_out:314159,2,400,2.0,754.0,0.002652519893899204,0.0007277182674284774,0.009619378383758325,0.0,0.006675567423230975,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,harm,leave_out:271828,2,400,0.0,759.0,0.0,0.0,0.0050357237093966835,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,certain_harm,all_seeds,3,400,0.0,1133.0,0.0,0.0,0.003379062921121009,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,certain_harm,leave_out:42,2,400,0.0,753.0,0.0,4.336808689942018e-19,0.005075645336184228,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,certain_harm,leave_out:314159,2,400,0.0,754.0,0.0,0.0,0.005068947833326463,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,certain_harm,leave_out:271828,2,400,0.0,759.0,0.0,0.0,0.0050357237093966835,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,possible_harm,all_seeds,3,400,4.0,1133.0,0.00353045013239188,0.0013737535835723126,0.009042350376057991,0.0,0.008115419296663661,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,possible_harm,leave_out:42,2,400,3.0,753.0,0.00398406374501992,0.0013558465417943524,0.011647482895296775,0.0,0.010638297872340425,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,possible_harm,leave_out:314159,2,400,3.0,754.0,0.003978779840848806,0.0013540471360077196,0.01163212392410925,0.0,0.009234828496042216,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,possible_harm,leave_out:271828,2,400,2.0,759.0,0.002635046113306983,0.0007229223637669323,0.00955635484386745,0.0,0.006640106241699867,A_to_B_resampling
qwen,gsm8k,complete_all_correct,harm,all_seeds,3,400,0.0,1081.0,0.0,0.0,0.0035410324609736837,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,harm,leave_out:42,2,400,0.0,721.0,0.0,0.0,0.0052997228206898075,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,harm,leave_out:314159,2,400,0.0,718.0,0.0,0.0,0.005321748666210019,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,harm,leave_out:271828,2,400,0.0,723.0,0.0,4.336808689942018e-19,0.005285139935367639,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,certain_harm,all_seeds,3,400,0.0,1081.0,0.0,0.0,0.0035410324609736837,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,certain_harm,leave_out:42,2,400,0.0,721.0,0.0,0.0,0.0052997228206898075,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,certain_harm,leave_out:314159,2,400,0.0,718.0,0.0,0.0,0.005321748666210019,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,certain_harm,leave_out:271828,2,400,0.0,723.0,0.0,4.336808689942018e-19,0.005285139935367639,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,possible_harm,all_seeds,3,400,0.0,1081.0,0.0,0.0,0.0035410324609736837,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,possible_harm,leave_out:42,2,400,0.0,721.0,0.0,0.0,0.0052997228206898075,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,possible_harm,leave_out:314159,2,400,0.0,718.0,0.0,0.0,0.005321748666210019,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_all_correct,possible_harm,leave_out:271828,2,400,0.0,723.0,0.0,4.336808689942018e-19,0.005285139935367639,0.0,0.0,A_to_B_resampling
qwen,gsm8k,complete_plurality_correct,harm,all_seeds,3,400,2.0,1133.0,0.00176522506619594,0.0004842219333587869,0.00641336150701687,0.0,0.0044365572315882874,A_to_C_combined
qwen,gsm8k,complete_plurality_correct,harm,leave_out:42,2,400,2.0,753.0,0.0026560424966799467,0.0007286850942114752,0.009632082975910686,0.0,0.0066844919786096255,A_to_C_combined
